BCI3_Flow Step 4 Mean,BCI3_Flow Step 4 Max,BCI3_Flow Step 4 Min,BCI3_Flow Step 4 STD,BCI3_Flow Step 5 Mean,BCI3_Flow Step 5 Max,BCI3_Flow Step 5 Min,BCI3_Flow Step 5 STD,CI2_Flow Step 4 Mean,CI2_Flow Step 4 Max,CI2_Flow Step 4 Min,CI2_Flow Step 4 STD,CI2_Flow Step 5 Mean,CI2_Flow Step 5 Max,CI2_Flow Step 5 Min,CI2_Flow Step 5 STD,RF_Btm_Pwr Step 4 Mean,RF_Btm_Pwr Step 4 Max,RF_Btm_Pwr Step 4 Min,RF_Btm_Pwr Step 4 STD,RF_Btm_Pwr Step 5 Mean,RF_Btm_Pwr Step 5 Max,RF_Btm_Pwr Step 5 Min,RF_Btm_Pwr Step 5 STD,RF_Btm_Rfl_Pwr Step 4 Mean,RF_Btm_Rfl_Pwr Step 4 Max,RF_Btm_Rfl_Pwr Step 4 Min,RF_Btm_Rfl_Pwr Step 4 STD,RF_Btm_Rfl_Pwr Step 5 Mean,RF_Btm_Rfl_Pwr Step 5 Max,RF_Btm_Rfl_Pwr Step 5 Min,RF_Btm_Rfl_Pwr Step 5 STD,Endpt_A Step 4 Mean,Endpt_A Step 4 Max,Endpt_A Step 4 Min,Endpt_A Step 4 STD,Endpt_A Step 5 Mean,Endpt_A Step 5 Max,Endpt_A Step 5 Min,Endpt_A Step 5 STD,He_Press Step 4 Mean,He_Press Step 4 Max,He_Press Step 4 Min,He_Press Step 4 STD,He_Press Step 5 Mean,He_Press Step 5 Max,He_Press Step 5 Min,He_Press Step 5 STD,Pressure Step 4 Mean,Pressure Step 4 Max,Pressure Step 4 Min,Pressure Step 4 STD,Pressure Step 5 Mean,Pressure Step 5 Max,Pressure Step 5 Min,Pressure Step 5 STD,RF_Tuner Step 4 Mean,RF_Tuner Step 4 Max,RF_Tuner Step 4 Min,RF_Tuner Step 4 STD,RF_Tuner Step 5 Mean,RF_Tuner Step 5 Max,RF_Tuner Step 5 Min,RF_Tuner Step 5 STD,RF_Load Step 4 Mean,RF_Load Step 4 Max,RF_Load Step 4 Min,RF_Load Step 4 STD,RF_Load Step 5 Mean,RF_Load Step 5 Max,RF_Load Step 5 Min,RF_Load Step 5 STD,RF_Phase_Err Step 4 Mean,RF_Phase_Err Step 4 Max,RF_Phase_Err Step 4 Min,RF_Phase_Err Step 4 STD,RF_Phase_Err Step 5 Mean,RF_Phase_Err Step 5 Max,RF_Phase_Err Step 5 Min,RF_Phase_Err Step 5 STD,RF_Pwr Step 4 Mean,RF_Pwr Step 4 Max,RF_Pwr Step 4 Min,RF_Pwr Step 4 STD,RF_Pwr Step 5 Mean,RF_Pwr Step 5 Max,RF_Pwr Step 5 Min,RF_Pwr Step 5 STD,RF_Impedance Step 4 Mean,RF_Impedance Step 4 Max,RF_Impedance Step 4 Min,RF_Impedance Step 4 STD,RF_Impedance Step 5 Mean,RF_Impedance Step 5 Max,RF_Impedance Step 5 Min,RF_Impedance Step 5 STD,TCP_Tuner Step 4 Mean,TCP_Tuner Step 4 Max,TCP_Tuner Step 4 Min,TCP_Tuner Step 4 STD,TCP_Tuner Step 5 Mean,TCP_Tuner Step 5 Max,TCP_Tuner Step 5 Min,TCP_Tuner Step 5 STD,TCP_Phase_Err Step 4 Mean,TCP_Phase_Err Step 4 Max,TCP_Phase_Err Step 4 Min,TCP_Phase_Err Step 4 STD,TCP_Phase_Err Step 5 Mean,TCP_Phase_Err Step 5 Max,TCP_Phase_Err Step 5 Min,TCP_Phase_Err Step 5 STD,TCP_Impedance Step 4 Mean,TCP_Impedance Step 4 Max,TCP_Impedance Step 4 Min,TCP_Impedance Step 4 STD,TCP_Impedance Step 5 Mean,TCP_Impedance Step 5 Max,TCP_Impedance Step 5 Min,TCP_Impedance Step 5 STD,TCP_Top_Pwr Step 4 Mean,TCP_Top_Pwr Step 4 Max,TCP_Top_Pwr Step 4 Min,TCP_Top_Pwr Step 4 STD,TCP_Top_Pwr Step 5 Mean,TCP_Top_Pwr Step 5 Max,TCP_Top_Pwr Step 5 Min,TCP_Top_Pwr Step 5 STD,TCP_Rfl_Pwr Step 4 Mean,TCP_Rfl_Pwr Step 4 Max,TCP_Rfl_Pwr Step 4 Min,TCP_Rfl_Pwr Step 4 STD,TCP_Rfl_Pwr Step 5 Mean,TCP_Rfl_Pwr Step 5 Max,TCP_Rfl_Pwr Step 5 Min,TCP_Rfl_Pwr Step 5 STD,TCP_Load Step 4 Mean,TCP_Load Step 4 Max,TCP_Load Step 4 Min,TCP_Load Step 4 STD,TCP_Load Step 5 Mean,TCP_Load Step 5 Max,TCP_Load Step 5 Min,TCP_Load Step 5 STD,Vat_Valve Step 4 Mean,Vat_Valve Step 4 Max,Vat_Valve Step 4 Min,Vat_Valve Step 4 STD,Vat_Valve Step 5 Mean,Vat_Valve Step 5 Max,Vat_Valve Step 5 Min,Vat_Valve Step 5 STD,Label
751.56,752,751,0.50133,751.7,752,751,0.46091,753.13,756,751,0.89025,753.21,755,752,0.77552,133.21,137,127,1.7979,133.1,136,131,1.359,0,0,0,0,0.020833,1,0,0.14434,1575.8,1815,597,372.38,878.43,1064,552,197.36,100.67,102,99,0.78098,100.77,102,99,0.83146,1187.4,1226,1152,12.507,1186.5,1219,1179,7.2321,9456,9537,9402,34.21,9473.6,9584,9397,39.528,9055.2,9126,8989,35.344,9028.7,9104,8961,39.091,-838.04,1816,-2298,872.07,-80.389,958,-2042,749.98,24.313,26,23,0.80309,22.382,26,20,1.8093,16455,17343,15928,290.8,16634,17285,15872,383.8,19460,20406,19194,257.52,19774,20468,19040,417.91,78.083,2386,-664,522.88,-110.36,1450,-734,525.92,16469,16878,15456,313.78,16524,16830,16172,207.38,350.08,361,343,4.8721,349.08,361,342,4.1485,0.27083,1,0,0.44909,0.090909,1,0,0.29424,27796,28124,27262,159.79,27405,27746,27036,180.1,48.979,50,48,0.25177,49.611,50,49,0.50163,0
751.69,753,751,0.51183,751.83,752,751,0.37618,753.23,755,751,0.80529,753.17,755,752,0.70631,133.79,141,129,1.9674,133.04,136,130,1.4702,0,0,0,0,0,0,0,0,1587.1,1828,597,367.67,879.67,1064,559,196.24,100.6,102,99,0.84399,100.66,102,100,0.77589,1187.7,1231,1146,13.743,1186.4,1223,1176,8.0217,9454.8,9520,9401,29.91,9476.4,9556,9417,36.918,9055.1,9141,8990,32.44,9022,9070,8967,29.206,-778.33,854,-2171,648.69,-265.42,1302,-2058,1003.9,24.229,26,23,0.62704,22.735,26,21,1.8142,16508,17034,15986,254.06,16590,17153,16082,281.01,19433,20280,19072,266.78,19742,20446,19054,413.36,40.125,1428,-728,474.95,-147.14,818,-843,341.57,16524,17860,15886,343.76,16541,16970,16134,220.53,349.6,361,342,5.1312,349.63,362,343,4.994,0.27083,1,0,0.44909,0.045455,1,0,0.2132,27857,28256,27260,185.88,27401,27742,27066,173.04,49.021,50,48,0.32548,49.611,50,49,0.50163,0
751.71,752,751,0.45934,751.76,752,751,0.43155,753.27,755,751,0.84399,753.23,754,751,0.61406,133.58,138,130,1.6221,133.38,136,131,1.2271,0,0,0,0,0,0,0,0,1584.1,1829,593,371.78,882.11,1064,560,196.56,100.6,102,99,0.73628,100.61,102,100,0.75378,1187.2,1226,1145,13.304,1186.8,1218,1173,7.9374,9470.5,9534,9413,29.789,9468.4,9548,9412,37.883,9048.2,9126,8995,32.293,9023.1,9121,8956,36.793,-748.08,1000,-2361,759.85,-207.89,1476,-1815,866.26,23.938,26,23,0.86063,22.618,26,20,1.9072,16586,17032,16022,215.7,16684,17141,16002,334.05,19396,20304,19120,271.9,19789,20420,19140,391.14,34.771,1238,-972,524.81,-131.75,890,-709,378.78,16550,17210,15782,268.34,16503,16856,16172,200.7,350.4,361,334,5.5954,350.08,361,338,5.6254,0.27083,1,0,0.44909,0.13636,1,0,0.35125,27842,28348,27338,178.89,27418,27792,27046,183.16,49.021,50,48,0.32548,49.611,50,49,0.50163,0
751.6,753,751,0.5381,751.65,752,751,0.48203,753.23,755,752,0.56,753.15,755,751,0.80158,133.19,137,127,1.9742,133.34,136,131,1.394,0,0,0,0,0,0,0,0,1590.3,1830,591,369.64,879.35,1063,551,197.13,100.57,102,99,0.74439,100.61,102,99,0.72227,1187.6,1227,1144,13.601,1186.4,1223,1178,7.198,9463.3,9529,9413,29.972,9484.1,9578,9426,38.408,9049.2,9118,8992,31.787,9020.6,9134,8957,39.283,-722.96,586,-2641,744.05,-110.58,891,-1745,688.26,23.872,26,23,0.99164,22.735,26,21,1.6571,16544,16983,16029,218.85,16579,17176,15848,266.91,19442,20052,19194,235.93,19788,20348,19118,390,2.5957,1150,-508,371.34,-118.89,842,-617,436.08,16573,17776,16132,297.65,16552,16824,16164,172.1,349.81,358,334,5.2155,350.42,358,342,4.2724,0.29787,1,0,0.46227,0.13636,1,0,0.35125,27829,28266,27302,176.8,27402,27794,27118,164.77,48.979,50,48,0.25447,49.667,50,49,0.48507,0
751.53,752,751,0.50437,751.81,752,751,0.395,752.98,755,752,0.70678,753.31,755,752,0.73458,132.87,136,127,2.0067,133.02,135,131,1.0895,0,0,0,0,0.021277,1,0,0.14586,1607.6,1867,586,382.01,887.18,1070,561,202.45,100.79,102,100,0.65727,100.63,102,100,0.75666,1188.1,1230,1153,13.408,1186.5,1230,1175,8.2768,9471.5,9531,9425,30.542,9481.9,9610,9420,41.703,9057.6,9144,8971,38.33,9036.5,9154,8962,45.421,-842.53,659,-2588,788.04,-62.314,1148,-1775,810.17,23.766,27,22,1.0877,22.485,26,20,1.9862,16542,17036,16138,251.74,16565,16936,15991,267.71,19427,20270,19114,274.55,19742,20396,19072,425.09,61.021,1530,-992,576.58,-165.26,922,-713,393.74,16507,17414,15262,361.91,16552,16846,15884,210.3,350.45,360,342,4.9905,348.17,360,340,5.3142,0.19149,1,0,0.39773,0.14286,1,0,0.35857,27831,28018,27352,148.38,27426,27764,27132,171.38,49.021,50,48,0.32899,49.647,50,49,0.49259,0
751.62,752,750,0.53378,751.74,752,751,0.4451,753.23,755,751,0.7861,753.31,755,752,0.83643,133.43,136,130,1.3948,133.33,136,131,1.3903,0,0,0,0,0.021277,1,0,0.14586,1606.7,1843,591,377.33,877.73,1066,558,198.13,100.6,102,100,0.7419,100.67,102,99,0.74709,1188.7,1227,1150,13.178,1186.5,1224,1177,7.2942,9475.6,9547,9423,31.01,9491.9,9587,9432,40.651,9048.8,9104,8933,33.788,9009,9073,8942,31.269,-832.6,1120,-2359,680.07,-525.63,1091,-2042,706.42,23.745,26,23,0.98837,22.758,26,21,1.6589,16601,17304,15959,231.14,16563,17135,15795,326.27,19401,20132,19122,270.67,19770,20336,19100,381.74,-28.447,2166,-1254,542.75,-238.89,382,-787,335.08,16519,17182,15676,325.75,16568,16874,15958,235.19,347.72,361,336,5.5195,348.87,357,342,4.5955,0.12766,1,0,0.33732,0,0,0,0,27839,28168,27324,168.98,27397,27590,27082,152.99,48.957,50,48,0.29173,49.647,50,49,0.49259,0
751.63,752,751,0.48925,751.72,752,751,0.45211,753.23,756,752,0.77842,753.06,755,751,0.82637,132.79,137,130,1.786,133.36,136,131,1.2578,0,0,0,0,0,0,0,0,1597.5,1857,583,380.02,879.26,1063,553,196.87,100.81,102,99,0.78973,100.75,102,99,0.78132,1188.5,1227,1154,13.781,1186.2,1225,1180,7.2399,9462.3,9526,9397,32.279,9483.4,9593,9414,41.674,9052.9,9111,9004,30.258,9023.2,9086,8962,35.842,-878.79,1932,-2289,838.66,-86.139,1247,-1812,811.39,24.333,28,23,0.99645,23,26,20,2.0744,16492,17095,15967,266.39,16528,17051,15869,309.16,19421,20210,19116,286.24,19750,20380,19106,393.22,-56.313,2168,-893,461.83,-125.64,884,-717,368.86,16438,17034,15274,297.83,16576,16980,16190,184.67,349.65,360,336,5.5371,348.5,358,343,4.5397,0.22917,1,0,0.42474,0.13636,1,0,0.35125,27846,28046,27356,158.9,27429,27786,27132,168.01,48.979,50,48,0.25177,49.667,50,49,0.48507,0
751.65,752,751,0.48154,751.58,753,751,0.53674,753.15,755,752,0.69817,753,755,751,0.85714,133.11,136,129,1.7667,133.23,135,131,1.1713,0.021739,1,0,0.14744,0,0,0,0,1590.4,1829,582,374.78,865.61,1061,545,203.21,100.57,102,100,0.58318,100.71,102,100,0.59615,1187.7,1226,1141,13.913,1186.6,1219,1177,6.8042,9464,9533,9399,29.372,9487.6,9571,9431,34.638,9050.7,9126,8985,27.572,9025.2,9124,8962,44.394,-720.28,1517,-1812,762.36,-272.74,966,-2089,828.69,24.522,27,23,1.0053,23.125,26,21,1.9134,16435,16938,15979,216.71,16463,17023,15964,267.57,19403,20214,19116,262.33,19800,20368,19136,402.66,148.15,1564,-849,599.15,-12.077,622,-618,321.39,16560,17372,15836,319,16512,16880,15940,239.32,349.46,361,342,4.36,349.91,356,338,4.76,0.26087,1,0,0.44396,0.1,1,0,0.30779,27835,28026,27354,161.73,27364,27604,27070,160.79,48.957,50,48,0.29488,49.563,50,49,0.51235,0
751.53,752,751,0.50437,751.75,752,751,0.43724,753.09,755,752,0.65374,753.34,757,752,0.79821,133.64,136,131,1.4807,133.06,136,131,1.21,0,0,0,0,0,0,0,0,1579.4,1823,582,382.38,866.55,1063,540,202.84,100.62,102,99,0.67737,100.6,102,100,0.58683,1187.6,1228,1149,12.868,1186.9,1215,1179,5.8852,9460.8,9531,9405,28.316,9497.7,9600,9430,40.888,9059.4,9130,8980,35.362,9031.2,9153,8956,44.31,-746.21,436,-2711,722.1,-58.412,1212,-1683,799.11,24.553,27,23,0.82905,22.906,26,20,1.9569,16514,16872,16137,171,16507,17304,16100,292.97,19395,20310,19122,291.63,19843,20472,19104,441.11,88.787,1758,-780,492.31,-184.38,486,-643,279.05,16522,17030,15774,272.85,16508,16828,15994,220.65,348.51,361,341,4.8043,348.5,355,338,4.4481,0.2766,1,0,0.45215,0.05,1,0,0.22361,27845,28138,27234,174.58,27381,27638,27032,162.01,48.936,49,48,0.24709,49.563,50,49,0.51235,0
751.76,752,751,0.43127,751.71,752,751,0.46018,753.26,755,752,0.85465,753.1,755,752,0.71429,133.83,137,131,1.5247,133.57,136,131,1.1748,0.021739,1,0,0.14744,0,0,0,0,1592.7,1824,571,380.21,867.3,1060,543,202.54,100.65,102,100,0.67387,100.68,102,100,0.64958,1188.2,1224,1141,13.452,1186.4,1217,1178,6.2942,9481.8,9542,9426,31.228,9487.9,9625,9429,45.787,9055.7,9122,8976,33.737,9025.2,9083,8969,30.808,-869.48,1400,-2491,768.23,-243.12,928,-1813,754.63,23.543,26,22,0.93587,23.032,26,20,2.0246,16677,17137,16235,227.99,16522,17017,15947,318.14,19412,20234,19110,283.25,19805,20382,19084,400.31,18,854,-802,383.07,-201.96,854,-931,392.3,16613,17208,16118,233.87,16506,16818,16082,171.14,348.67,361,340,4.6431,350.38,359,340,5.0346,0.19565,1,0,0.40109,0.052632,1,0,0.22942,27843,28022,27298,171.56,27363,27512,27042,162.46,48.978,50,48,0.25726,49.6,50,49,0.50709,0
751.48,752,751,0.50505,751.83,752,751,0.382,753.35,756,752,0.79491,753.12,755,752,0.74615,132.98,136,126,1.7447,133.35,136,131,1.4364,0,0,0,0,0,0,0,0,1585.7,1825,575,376.47,866.61,1057,534,204.65,100.72,102,100,0.6205,100.67,102,100,0.52576,1187.9,1223,1147,12.505,1186.3,1214,1173,6.0017,9474.1,9532,9409,30.071,9494.9,9591,9429,42.582,9054.6,9145,9002,35.842,9014.9,9122,8920,50.325,-828.26,391,-1965,643.66,-460.94,1119,-1668,621.31,24.065,26,23,0.92861,23.344,26,21,1.7154,16554,16929,16151,211.58,16481,16997,15903,270.72,19408,20176,19120,280.38,19808,20458,19126,407.33,-81.261,1166,-1025,396.57,-155.31,720,-878,351.09,16504,17220,15476,317.11,16545,16790,15936,189.5,349.11,360,340,5.0342,348.77,356,342,4.6181,0.19565,1,0,0.40109,0.05,1,0,0.22361,27842,28086,27302,176.06,27353,27556,27038,167.62,48.935,49,48,0.24964,49.125,50,49,0.34157,0
751.6,753,751,0.53936,751.77,752,751,0.42252,753.16,755,751,0.85162,753.2,755,752,0.72165,133.56,137,129,1.7653,132.98,136,131,1.4789,0,0,0,0,0,0,0,0,1596.6,1824,565,362.9,868.76,1059,542,201.37,100.6,102,100,0.65366,100.67,102,100,0.68037,1187.8,1223,1155,12.338,1186.3,1219,1178,6.5116,9468.8,9532,9423,27.932,9479.3,9532,9425,31.319,9051,9128,8998,30.564,9040.4,9121,8957,41.092,-957.58,798,-2141,676.37,-141.83,1162,-1757,859.52,24.111,28,23,1.2289,22.909,27,20,1.99,16528,16899,16113,194.55,16516,17014,15706,333.38,19374,20106,19094,255.31,19785,20402,19118,417.84,35.578,2984,-875,575.08,-113.59,918,-950,449,16526,17144,15344,313.81,16549,16854,16148,184.75,350.24,360,342,4.6474,349.22,359,340,5.6645,0.33333,3,0,0.60302,0,0,0,0,27858,28080,27300,165.93,27401,27626,27086,168.38,48.933,49,48,0.25226,49.471,50,49,0.5145,0
751.54,752,751,0.50361,751.75,752,751,0.43724,753.15,754,751,0.7293,753.24,755,752,0.716,133.54,136,131,1.4561,133.02,136,131,1.4065,0.021739,1,0,0.14744,0,0,0,0,1585,1817,565,372,866.45,1058,530,203.67,100.74,102,100,0.61227,100.67,102,100,0.68669,1187.5,1226,1155,12.715,1186.5,1212,1177,7.0456,9464,9527,9421,24.92,9490,9587,9409,40.161,9057.6,9112,9013,23.911,9018.4,9107,8922,47.261,-882.52,1543,-2446,891.22,-552.62,665,-1637,571.11,24.37,28,23,1.0405,23.25,26,21,1.8837,16521,17145,16090,237,16452,17090,15834,353.74,19424,20302,19110,280.96,19765,20372,19110,389.33,-10.087,1128,-1048,443.17,-82.577,1458,-747,472.81,16525,17068,15010,328.69,16559,16886,15944,212.31,349.22,361,338,5.3121,351.41,361,342,4.5738,0.19565,1,0,0.40109,0,0,0,0,27848,28026,27344,161.78,27378,27598,27068,177.53,48.957,50,48,0.29488,49.563,50,49,0.51235,0
751.55,752,751,0.50254,751.87,752,751,0.34181,753.32,756,752,0.78315,753.2,755,752,0.60065,133.4,137,130,1.5274,133.39,136,131,1.3967,0,0,0,0,0.021277,1,0,0.14586,1588.6,1813,588,373.48,868.16,1063,543,201.86,100.47,101,100,0.50437,100.58,102,100,0.54478,1187.7,1231,1142,14.82,1186.2,1216,1179,6.2999,9448,9521,9385,31.793,9478.9,9601,9417,46.44,9052,9122,8992,34.62,9022.6,9122,8952,38.797,-759.02,1267,-2648,869.37,-282,898,-1590,634.26,24.596,27,23,0.77065,23.333,26,21,2.2454,16429,17173,15954,263.7,16487,17029,15917,369.76,19439,20298,19112,263.44,19782,20472,19060,424.57,-26.468,1020,-891,419.1,-129.37,796,-674,344.41,16514,18124,15420,364.57,16576,16886,16004,241.28,348.64,360,342,4.5941,350.17,361,342,5.4577,0.25532,1,0,0.44075,0.047619,1,0,0.21822,27843,28126,27294,178.93,27383,27578,27046,178.06,48.957,50,48,0.29173,49.471,50,49,0.5145,0
751.61,752,751,0.49344,751.79,752,751,0.41238,753.11,754,752,0.67423,753.32,755,752,0.76772,133.7,141,130,1.8363,133.15,136,131,1.3525,0.021739,1,0,0.14744,0,0,0,0,1584.1,1813,569,372.22,863.84,1053,536,203.37,100.78,102,100,0.66376,100.74,102,100,0.7345,1187.6,1223,1152,12.384,1186.1,1211,1177,6.2568,9462.4,9520,9409,30.349,9488.6,9617,9425,43.709,9051.5,9116,8939,33.72,9020.2,9115,8967,37.415,-797,1683,-2488,766.49,-264.65,1214,-1882,878.86,24.761,27,23,0.99297,23.531,26,21,1.9174,16484,17207,16009,259.98,16484,17090,15846,345.35,19428,20300,19108,282.14,19803,20446,19104,411.38,142.43,1462,-1205,554.19,-72.538,1194,-680,501.72,16455,17068,15188,310.13,16539,16810,16098,171.35,350.43,360,342,4.8747,350.41,357,343,4.1018,0.21739,1,0,0.41703,0,0,0,0,27833,28028,27326,160.34,27356,27558,27074,159.47,48.978,50,48,0.25726,49.563,50,49,0.51235,0
751.47,752,751,0.50437,751.83,752,751,0.37906,753.4,755,752,0.57708,753.27,755,752,0.69508,132.85,140,129,1.9334,133.53,136,131,1.3087,0,0,0,0,0,0,0,0,1587.7,1809,566,366.39,868.58,1056,540,203.78,100.6,102,99,0.712,100.4,102,100,0.58308,1187.6,1225,1153,12.643,1186.6,1216,1177,7.1486,9456.7,9513,9392,29.823,9474.1,9572,9421,41.938,9050.1,9117,8994,32.078,9023.2,9122,8951,41.303,-816.11,1459,-2508,782.34,-258,1353,-1616,775.14,24.809,28,23,1.1352,23.364,26,21,1.9497,16439,17046,15896,232.85,16526,17166,15849,329.81,19394,20156,19106,270.36,19759,20386,19078,425.3,-15.574,1554,-1084,473.8,8.2963,1244,-688,461.02,16472,16920,14878,351.9,16513,17024,16104,202.84,349.15,361,339,5.381,349.35,357,342,4.5488,0.29787,4,0,0.68888,0.095238,1,0,0.30079,27844,28026,27362,145.31,27406,27824,27062,183.29,48.936,49,48,0.24709,49.529,50,49,0.5145,0
751.53,752,751,0.50437,751.92,752,751,0.27152,753.13,755,751,0.87519,753.39,755,752,0.70167,132.89,136,127,1.735,133.17,136,131,1.4037,0.021277,1,0,0.14586,0,0,0,0,1565.3,1808,580,388.19,861.67,1057,532,206.18,100.55,102,100,0.54408,100.68,102,100,0.68699,1187.8,1224,1152,12.678,1186.6,1219,1178,7.2456,9445,9502,9386,29.742,9484.1,9615,9427,41.988,9056,9122,9009,30.387,9024.3,9085,8955,41.055,-873,1065,-2463,759.74,-140.61,1177,-2306,860.73,24.574,26,23,0.77304,23,26,21,1.9664,16499,16906,15858,234.49,16570,17283,15943,369.31,19448,20146,19104,259.55,19815,20470,19084,425.88,60.489,2760,-655,566.28,-47.72,1016,-714,437.89,16504,17156,15458,313.69,16502,16804,15996,199.36,350.28,361,342,4.9856,348.86,359,343,4.1023,0.38298,2,0,0.53378,0.21053,1,0,0.41885,27848,28110,27268,179.54,27358,27530,27096,163.27,48.957,50,48,0.29173,49.6,50,49,0.50709,0
751.65,753,751,0.52567,751.75,752,751,0.43724,753.28,755,751,0.86057,753.3,755,752,0.76265,132.76,138,125,2.2724,133.1,136,131,1.5877,0.065217,1,0,0.24964,0,0,0,0,1582.5,1814,578,377.59,861.91,1060,536,204.29,100.57,102,100,0.58318,100.55,102,100,0.55005,1187.5,1219,1146,12.406,1186.8,1214,1177,6.9347,9455,9510,9404,27.144,9483.9,9560,9425,35.001,9055.7,9127,8978,35.348,9018.9,9105,8922,53.34,-883.17,1283,-2173,799.8,-648.74,928,-2095,844.18,24.413,27,23,1.0017,23.813,26,21,1.512,16520,16957,16071,202.85,16470,17317,15850,337.64,19435,20318,19092,270.58,19810,20440,19062,372.09,-64.435,1474,-1044,425.83,-192.77,1204,-871,406.21,16551,17158,15606,300.54,16516,16896,15930,222.36,349.33,361,338,5.2156,349.32,361,342,4.8343,0.21739,1,0,0.41703,0.1,1,0,0.30779,27833,28044,27318,169.71,27369,27580,27064,173.62,48.935,49,48,0.24964,49.063,50,49,0.25,0
751.52,752,751,0.50505,751.85,752,751,0.36432,753.13,755,752,0.65349,753.34,755,751,0.74533,133.11,136,130,1.4641,133.08,136,131,1.2519,0.021739,1,0,0.14744,0,0,0,0,1582,1818,569,373.09,863,1055,530,204.9,100.48,102,99,0.72232,100.71,102,100,0.59615,1186.9,1219,1156,11.162,1186.7,1207,1179,5.8616,9460.9,9523,9398,28.326,9479.5,9610,9421,42.183,9052.4,9184,8994,37.178,9026.2,9133,8956,40.264,-898.78,1629,-2405,889.95,-335.76,774,-1598,652.55,24.413,28,23,1.0868,23.156,26,21,1.9856,16520,17053,15964,234.69,16534,17195,15855,347.37,19409,20310,19092,283.33,19814,20476,19078,429.63,17.522,1066,-1243,407.52,-101.19,648,-730,368.36,16518,17042,15248,301.16,16541,16892,16116,184.65,349.43,358,342,4.861,347.64,356,340,4.0538,0.15217,1,0,0.36316,0.1,1,0,0.30779,27809,27998,27294,153.09,27395,27640,27070,172.86,48.913,49,48,0.28488,49.313,50,49,0.47871,0
751.6,752,750,0.5381,751.79,752,751,0.40943,753.19,755,750,0.87572,753.25,755,751,0.71675,133,137,130,1.6681,133.43,136,131,1.4289,0,0,0,0,0,0,0,0,1582.9,1806,585,373.77,862.11,1047,533,200.13,100.64,102,100,0.60525,100.6,102,100,0.62257,1187.5,1225,1140,13.617,1186.5,1216,1178,6.2575,9446.4,9508,9400,28.925,9480.5,9600,9421,39.426,9057.9,9129,8997,30.54,9027.5,9128,8954,40.871,-563.55,2025,-2086,778.24,-279.06,967,-1970,857.63,24.638,27,23,0.91901,23.545,26,21,1.7516,16458,16918,16097,201.02,16445,17055,15858,331.77,19410,20220,19082,274.07,19776,20436,19076,419.75,-40.851,1018,-940,406.89,-200.26,156,-934,286.54,16543,17730,15874,339.83,16534,16936,16012,268.22,350.02,360,336,5.8141,348.87,360,340,5.5375,0.31915,1,0,0.47119,0.14286,1,0,0.35857,27862,28038,27308,176.53,27396,27610,27106,159.99,48.957,49,48,0.20403,49.353,50,49,0.49259,0
751.62,753,751,0.53378,751.81,752,751,0.39796,753.15,754,752,0.69089,753.36,755,752,0.66271,132.98,136,125,2.2505,133.08,136,131,1.4994,0,0,0,0,0,0,0,0,1568.2,1798,573,379.35,859.66,1050,528,203.36,100.6,102,100,0.5381,100.55,102,100,0.55005,1188.1,1227,1146,13.549,1185.9,1218,1177,7.1151,9470.6,9519,9412,27.341,9489.2,9550,9431,32.18,9045,9098,8985,30.116,9029.8,9158,8949,48.728,-998.96,725,-2437,725.72,-189.85,783,-1910,809.4,24.468,26,23,0.68687,23.25,26,21,1.9177,16506,17137,16103,242.95,16536,17071,15967,319.46,19406,20314,19096,281.48,19785,20428,19058,405.69,30.213,1382,-805,462.44,-89.077,1464,-659,425.62,16551,17198,15974,242.2,16549,16894,16094,212.29,349.02,361,336,5.1011,349.32,360,341,5.2498,0.31915,1,0,0.47119,0.05,1,0,0.22361,27828,28130,27332,159.71,27367,27614,27026,177.11,48.957,50,48,0.29173,49.563,50,49,0.51235,0
751.56,752,751,0.50252,751.8,753,751,0.44809,753.16,755,751,0.79646,753,754,751,0.70711,132.53,139,126,2.0293,133.36,136,131,1.3258,0.022222,1,0,0.14907,0.022222,1,0,0.14907,1575,1791,552,357.28,848.3,1043,529,200.9,100.62,102,100,0.53466,100.61,101,100,0.49386,1187,1216,1153,11.592,1186.6,1207,1177,5.4906,9471.4,9531,9423,30.898,9492.6,9578,9438,38.032,9052.1,9121,9001,32.478,9018.8,9113,8948,40.906,-1054.8,131,-2208,590.99,-463.88,882,-1427,648.16,24.733,27,23,1.009,23.613,26,21,1.7258,16432,16930,15829,235.78,16504,17022,15914,313.71,19432,20272,19136,278.99,19791,20386,19036,411.32,28.333,2292,-1183,507.94,-217.76,924,-820,438.03,16523,17158,15306,336.59,16556,16852,16060,214.39,349.2,362,342,4.7844,350.1,358,342,3.9485,0.24444,3,0,0.57031,0.052632,1,0,0.22942,27844,28094,27304,161.5,27339,27544,27090,165.91,48.911,49,48,0.2878,49.467,50,49,0.5164,0
